transaction_id,transaction_amount,hour_of_day,country,merchant_category,days_since_last_txn,txn_velocity_24h,distance_from_home_km,new_merchant,card_present,city,bank,province,is_fraud
TXN009801,8.18,21,Canada,Online Shopping,0,3,20.1,1,0,Vancouver,Scotiabank,ON,0
TXN009802,11.66,20,Canada,Grocery,2,4,8.7,0,1,Winnipeg,Desjardins,QC,0
TXN009803,208.31,1,Nigeria,Healthcare,0,6,3648.7,1,0,Calgary,Desjardins,QC,1
TXN009804,68.35,12,Canada,Restaurant,4,1,31.8,1,0,Montreal,CIBC,SK,0
TXN009805,100.73,15,Canada,ATM Withdrawal,9,3,19.9,1,1,Mississauga,Scotiabank,MB,0
TXN009806,26.58,14,Canada,Grocery,3,1,10.2,1,1,Montreal,TD,AB,0
TXN009807,40.92,13,Canada,Online Shopping,9,4,2.2,0,1,Ottawa,TD,QC,0
TXN009808,179.35,7,Mexico,Grocery,1,2,28.5,0,1,Vancouver,BMO,BC,0
TXN009809,116.98,10,Canada,Grocery,8,4,43.3,0,1,Montreal,National Bank,MB,0
TXN009810,45.5,10,Canada,Retail,3,3,38.6,0,0,Vancouver,TD,ON,0
TXN009811,518.35,13,Canada,Retail,2,4,19.2,0,0,Brampton,TD,AB,0
TXN009812,24.23,21,Canada,Retail,9,3,40.3,0,1,Winnipeg,Desjardins,AB,0
TXN009813,143.13,11,Canada,Healthcare,6,2,15.4,0,0,Hamilton,TD,AB,0
TXN009814,134.4,15,Canada,Retail,6,2,32.5,1,1,Winnipeg,RBC,MB,0
TXN009815,49.36,13,Canada,Grocery,8,2,26.0,0,1,Montreal,National Bank,AB,0
TXN009816,61.03,10,Canada,Healthcare,4,2,33.1,0,1,Calgary,National Bank,BC,0
TXN009817,47.72,9,Canada,Grocery,1,4,9.9,0,1,Winnipeg,Desjardins,NB,0
TXN009818,90.84,11,USA,Utilities,3,2,40.2,1,1,Montreal,BMO,AB,0
TXN009819,27.06,12,Canada,Online Shopping,8,1,23.7,0,1,Calgary,CIBC,NB,0
TXN009820,54.27,10,Canada,Restaurant,0,2,22.2,0,1,Mississauga,CIBC,BC,0
TXN009821,31.38,8,Canada,Grocery,8,2,12.8,1,1,Montreal,BMO,MB,0
TXN009822,7.5,9,Canada,Online Shopping,7,4,31.6,1,1,Calgary,BMO,NS,0
TXN009823,115.04,13,Canada,Grocery,0,1,40.6,1,1,Calgary,Desjardins,NS,0
TXN009824,8.05,12,Canada,Gas Station,5,3,12.9,0,1,Calgary,CIBC,QC,0
TXN009825,66.79,12,Canada,Retail,9,4,33.8,0,1,Ottawa,Desjardins,BC,0
TXN009826,116.88,9,Canada,Grocery,6,2,30.6,0,0,Toronto,RBC,NS,0
TXN009827,18.45,10,UK,Travel,6,1,17.1,0,1,Toronto,RBC,ON,0
TXN009828,48.03,18,Canada,Retail,3,3,4.0,0,1,Mississauga,Desjardins,AB,0
TXN009829,10.75,13,Canada,ATM Withdrawal,1,4,38.0,0,1,Montreal,CIBC,AB,0
TXN009830,258.93,9,Canada,Gas Station,2,3,32.8,0,1,Mississauga,CIBC,MB,0
TXN009831,54.39,12,USA,Retail,5,3,29.9,1,0,Montreal,BMO,AB,0
TXN009832,124.64,14,USA,Restaurant,7,1,36.7,0,1,Mississauga,Scotiabank,SK,0
TXN009833,23.3,9,Canada,Restaurant,5,4,20.7,1,0,Mississauga,TD,AB,0
TXN009834,34.29,7,Canada,Utilities,0,3,23.7,0,1,Edmonton,Scotiabank,SK,0
TXN009835,35.73,13,Canada,Retail,6,3,49.8,0,1,Vancouver,CIBC,MB,0
TXN009836,26.13,17,Canada,Grocery,3,4,33.5,0,1,Edmonton,Scotiabank,MB,0
TXN009837,51.21,15,Canada,Online Shopping,9,1,42.3,0,1,Brampton,BMO,AB,0
TXN009838,108.96,17,Canada,Retail,0,2,19.4,0,0,Montreal,TD,AB,0
TXN009839,77.82,10,Canada,Restaurant,0,2,0.5,0,1,Brampton,CIBC,NB,0
TXN009840,40.36,8,Canada,Retail,6,1,47.9,1,1,Ottawa,TD,SK,0
TXN009841,220.94,12,Canada,Restaurant,4,4,39.7,1,1,Hamilton,RBC,SK,0
TXN009842,790.87,0,USA,Travel,0,6,2663.4,1,0,Montreal,Desjardins,NB,1
TXN009843,43.21,11,Canada,Restaurant,1,3,2.9,1,1,Vancouver,BMO,NS,0
TXN009844,47.3,10,Canada,Restaurant,0,1,16.5,0,1,Mississauga,BMO,AB,0
TXN009845,22.48,8,Canada,Retail,5,1,41.5,0,0,Mississauga,Desjardins,MB,0
TXN009846,27.0,11,Canada,Restaurant,4,4,6.9,0,0,Vancouver,CIBC,AB,0
TXN009847,21.7,13,Canada,Retail,7,2,29.4,1,1,Calgary,CIBC,ON,0
TXN009848,45.95,15,Canada,Healthcare,3,3,10.5,0,1,Winnipeg,National Bank,BC,0
TXN009849,40.8,17,USA,Retail,0,3,12.3,0,1,Toronto,National Bank,MB,0
TXN009850,73.53,8,Mexico,Grocery,3,2,42.7,1,1,Mississauga,National Bank,SK,0
TXN009851,13.2,11,Canada,Restaurant,3,3,31.7,0,1,Hamilton,Desjardins,BC,0
TXN009852,21.99,18,Canada,Grocery,1,3,8.7,0,1,Ottawa,CIBC,SK,0
TXN009853,19.0,15,USA,Restaurant,4,2,1.0,0,1,Calgary,Scotiabank,NB,0
TXN009854,14.79,8,Canada,Restaurant,3,3,7.4,0,0,Mississauga,National Bank,NS,0
TXN009855,66.61,7,Canada,Retail,2,3,32.2,0,1,Edmonton,BMO,SK,0
TXN009856,59.35,10,Canada,Gas Station,8,1,1.8,1,1,Brampton,National Bank,AB,0
TXN009857,77.42,10,Canada,Retail,9,3,14.1,0,0,Winnipeg,BMO,BC,0
TXN009858,27.41,10,Canada,Grocery,2,2,46.5,0,1,Winnipeg,Desjardins,SK,0
TXN009859,8.45,9,Canada,Retail,8,4,10.7,0,1,Winnipeg,RBC,BC,0
TXN009860,35.93,11,Canada,Restaurant,2,1,45.1,0,1,Brampton,CIBC,MB,0
TXN009861,165.03,9,Canada,ATM Withdrawal,7,4,24.9,0,1,Brampton,RBC,BC,0
TXN009862,103.4,13,Canada,Retail,8,2,25.1,0,1,Mississauga,CIBC,QC,0
TXN009863,86.18,11,Canada,Restaurant,0,3,42.5,0,1,Vancouver,TD,AB,0
TXN009864,6.34,11,Canada,Travel,3,2,23.2,0,0,Ottawa,RBC,ON,0
TXN009865,311.74,13,Canada,Grocery,4,2,35.4,1,1,Ottawa,Scotiabank,SK,0
TXN009866,91.99,15,Canada,ATM Withdrawal,5,4,33.2,0,1,Mississauga,Desjardins,NS,0
TXN009867,61.78,16,Canada,Retail,2,3,24.0,0,1,Winnipeg,Scotiabank,NB,0
TXN009868,119.2,17,France,ATM Withdrawal,1,4,12.0,0,1,Montreal,TD,NB,0
TXN009869,22.33,11,Canada,Online Shopping,3,4,13.7,1,1,Hamilton,RBC,NS,0
TXN009870,186.69,12,Canada,Grocery,9,3,47.8,0,1,Montreal,TD,NS,0
TXN009871,33.67,16,Canada,Travel,5,3,25.6,0,1,Montreal,Desjardins,AB,0
TXN009872,94.76,7,Canada,Grocery,4,4,24.1,0,1,Mississauga,CIBC,SK,0
TXN009873,2065.8,1,Romania,ATM Withdrawal,0,14,685.9,1,1,Winnipeg,CIBC,NB,1
TXN009874,5.65,8,Canada,ATM Withdrawal,6,3,9.2,1,1,Montreal,National Bank,BC,0
TXN009875,35.66,11,Canada,Online Shopping,7,1,14.0,0,1,Ottawa,Scotiabank,AB,0
TXN009876,84.3,15,UK,Travel,7,2,37.3,1,1,Ottawa,RBC,BC,0
TXN009877,71.52,10,Canada,Restaurant,4,4,9.0,1,0,Calgary,RBC,MB,0
TXN009878,18.92,10,Canada,Retail,9,2,6.1,1,1,Edmonton,Desjardins,ON,0
TXN009879,109.99,14,Canada,Grocery,3,4,3.3,0,1,Mississauga,BMO,BC,0
TXN009880,28.37,18,Canada,Online Shopping,1,4,15.6,0,1,Mississauga,CIBC,NS,0
TXN009881,151.33,14,Canada,Retail,3,3,7.6,0,1,Winnipeg,TD,ON,0
TXN009882,13.31,14,Canada,Retail,3,4,42.8,0,1,Calgary,CIBC,QC,0
TXN009883,88.44,14,Canada,Gas Station,4,3,24.8,0,1,Winnipeg,RBC,ON,0
TXN009884,91.32,10,Canada,Gas Station,6,3,3.9,1,1,Vancouver,RBC,AB,0
TXN009885,43.49,10,USA,Gas Station,3,3,29.4,0,0,Montreal,Desjardins,MB,0
TXN009886,23.18,7,Canada,Retail,4,2,42.1,0,1,Ottawa,Scotiabank,QC,0
TXN009887,19.46,8,Canada,Restaurant,1,1,46.7,0,1,Winnipeg,National Bank,AB,0
TXN009888,45.48,16,Canada,Travel,2,1,34.9,1,0,Winnipeg,BMO,QC,0
TXN009889,10.99,10,Mexico,Online Shopping,3,4,24.0,1,1,Brampton,Scotiabank,NS,0
TXN009890,16.13,15,Canada,Grocery,5,3,19.1,1,1,Vancouver,BMO,BC,0
TXN009891,83.87,12,Canada,Gas Station,3,1,3.4,0,0,Mississauga,BMO,QC,0
TXN009892,30.6,10,Canada,Entertainment,2,1,29.7,0,1,Ottawa,Scotiabank,ON,0
TXN009893,45.48,12,Canada,Utilities,7,4,29.4,0,0,Mississauga,CIBC,SK,0
TXN009894,160.14,13,Canada,Gas Station,5,3,29.5,0,1,Winnipeg,National Bank,QC,0
TXN009895,28.06,20,Canada,Restaurant,5,1,26.8,0,1,Vancouver,TD,SK,0
TXN009896,41.92,14,Canada,Grocery,3,2,36.2,0,1,Hamilton,National Bank,MB,0
TXN009897,28.54,17,Canada,Gas Station,3,3,34.6,0,1,Toronto,CIBC,AB,0
TXN009898,69.49,11,Canada,Grocery,9,2,25.3,0,1,Vancouver,National Bank,BC,0
TXN009899,43.3,16,Canada,Retail,4,1,39.5,0,0,Toronto,Desjardins,MB,0
TXN009900,78.15,20,Canada,Utilities,3,4,5.5,1,1,Mississauga,RBC,SK,0
TXN009901,45.83,11,Canada,Grocery,1,4,6.2,0,1,Edmonton,Scotiabank,NB,0
TXN009902,36.53,16,Canada,Grocery,9,2,35.9,0,1,Vancouver,TD,ON,0
TXN009903,67.99,15,Canada,Retail,7,2,12.7,0,1,Hamilton,Desjardins,MB,0
TXN009904,46.74,8,Canada,Retail,4,1,18.3,0,1,Calgary,BMO,MB,0
TXN009905,31.55,13,Canada,Entertainment,6,2,28.6,0,1,Brampton,Scotiabank,NB,0
TXN009906,60.77,9,Canada,Grocery,9,2,0.1,1,1,Brampton,Desjardins,SK,0
TXN009907,88.84,9,Canada,Travel,4,2,16.4,1,1,Montreal,RBC,BC,0
TXN009908,59.78,10,Canada,ATM Withdrawal,4,2,7.7,0,0,Winnipeg,TD,AB,0
TXN009909,168.24,11,Canada,Gas Station,4,4,17.1,0,1,Montreal,TD,ON,0
TXN009910,77.06,11,Canada,Online Shopping,2,2,49.1,0,1,Mississauga,Scotiabank,QC,0
TXN009911,90.93,12,Canada,Travel,1,4,0.9,0,1,Edmonton,National Bank,AB,0
TXN009912,35.79,13,Canada,Grocery,3,4,42.3,0,0,Vancouver,CIBC,BC,0
TXN009913,9.16,13,Canada,Online Shopping,3,1,31.4,0,1,Edmonton,RBC,MB,0
TXN009914,26.63,11,Canada,Grocery,9,4,44.2,0,1,Vancouver,CIBC,NS,0
TXN009915,29.84,13,Canada,Retail,9,4,5.9,0,1,Hamilton,Scotiabank,ON,0
TXN009916,47.67,11,Canada,Gas Station,4,2,36.4,0,1,Toronto,Desjardins,ON,0
TXN009917,42.5,10,France,Healthcare,1,4,33.9,0,1,Winnipeg,CIBC,NS,0
TXN009918,17.89,16,Canada,Restaurant,2,2,1.4,0,0,Montreal,BMO,ON,0
TXN009919,34.91,12,Canada,Retail,1,4,6.5,0,0,Winnipeg,RBC,ON,0
TXN009920,12.09,13,Canada,ATM Withdrawal,0,3,26.2,1,0,Calgary,CIBC,BC,0
TXN009921,34.56,7,Canada,Restaurant,3,2,26.5,0,0,Brampton,Desjardins,SK,0
TXN009922,51.68,8,Canada,Restaurant,5,1,42.5,0,1,Montreal,RBC,SK,0
TXN009923,26.53,13,Canada,Online Shopping,7,1,29.0,0,1,Vancouver,Desjardins,AB,0
TXN009924,117.33,16,Canada,Restaurant,8,2,23.3,0,1,Winnipeg,CIBC,AB,0
TXN009925,21.62,14,Canada,Gas Station,6,3,17.0,0,1,Calgary,Scotiabank,ON,0
TXN009926,21.53,7,Canada,Online Shopping,8,3,3.1,0,1,Winnipeg,Scotiabank,ON,0
TXN009927,28.7,12,Canada,Retail,3,1,30.0,1,1,Hamilton,Scotiabank,NS,0
TXN009928,24.28,14,Canada,Retail,3,3,8.3,0,1,Mississauga,CIBC,NS,0
TXN009929,23.94,14,Canada,Online Shopping,3,1,42.6,0,1,Hamilton,RBC,SK,0
TXN009930,7.47,10,Canada,Grocery,0,2,40.3,0,1,Mississauga,Scotiabank,NS,0
TXN009931,23.32,10,Canada,Travel,3,4,44.3,0,1,Montreal,National Bank,NS,0
TXN009932,266.85,10,Canada,Retail,8,2,44.8,0,1,Vancouver,National Bank,BC,0
TXN009933,46.58,10,Canada,Retail,1,1,7.9,0,0,Winnipeg,Desjardins,AB,0
TXN009934,47.59,3,Canada,Retail,1,6,3134.3,1,0,Vancouver,Desjardins,BC,1
TXN009935,34.66,11,Canada,Healthcare,4,2,0.7,0,1,Mississauga,Scotiabank,MB,0
TXN009936,51.4,14,Canada,Restaurant,2,1,18.9,1,1,Winnipeg,Desjardins,QC,0
TXN009937,15.26,11,Canada,Grocery,9,3,14.9,0,1,Vancouver,BMO,NB,0
TXN009938,37.35,9,Canada,Grocery,1,2,7.8,1,1,Mississauga,TD,NB,0
TXN009939,44.8,13,France,Restaurant,0,3,26.0,1,1,Edmonton,Scotiabank,NS,0
TXN009940,20.73,9,Canada,Entertainment,5,4,40.2,0,0,Mississauga,Desjardins,NS,0
TXN009941,254.59,13,Canada,Retail,3,2,43.9,0,0,Toronto,Desjardins,ON,0
TXN009942,117.77,1,USA,Online Shopping,0,5,1877.5,1,0,Toronto,Desjardins,NB,1
TXN009943,306.27,12,USA,Healthcare,4,4,45.2,1,1,Brampton,Desjardins,QC,0
TXN009944,18.21,13,Canada,Grocery,3,2,33.3,1,0,Mississauga,RBC,QC,0
TXN009945,145.94,11,Canada,Grocery,5,2,6.1,0,1,Edmonton,BMO,NS,0
TXN009946,98.48,17,Canada,Grocery,3,3,29.5,0,1,Winnipeg,National Bank,NS,0
TXN009947,23.89,15,USA,ATM Withdrawal,2,2,32.0,0,1,Mississauga,BMO,ON,0
TXN009948,110.78,21,Canada,Grocery,4,4,39.8,0,1,Brampton,Desjardins,SK,0
TXN009949,120.91,13,Canada,Utilities,4,2,6.2,0,1,Vancouver,TD,BC,0
TXN009950,73.8,16,Canada,Restaurant,4,2,49.9,0,1,Ottawa,TD,NS,0
TXN009951,32.83,23,Nigeria,Utilities,0,12,797.1,1,1,Hamilton,Scotiabank,MB,1
TXN009952,30.07,15,Canada,Grocery,2,4,31.2,1,1,Mississauga,TD,QC,0
TXN009953,29.28,19,Canada,Entertainment,8,2,30.5,0,1,Montreal,BMO,BC,0
TXN009954,84.23,15,Canada,Gas Station,3,4,28.2,1,1,Winnipeg,RBC,MB,0
TXN009955,27.36,8,Canada,Restaurant,7,3,13.2,0,1,Winnipeg,Scotiabank,NS,0
TXN009956,90.03,7,Canada,Entertainment,9,2,42.4,0,0,Winnipeg,CIBC,QC,0
TXN009957,47.15,10,Canada,Gas Station,6,4,10.0,0,1,Ottawa,TD,AB,0
TXN009958,90.39,7,Canada,Grocery,8,4,35.2,1,1,Toronto,BMO,AB,0
TXN009959,141.69,10,Canada,Restaurant,6,4,14.8,0,0,Winnipeg,Desjardins,MB,0
TXN009960,6.77,16,Canada,Healthcare,0,2,23.5,1,0,Ottawa,RBC,SK,0
TXN009961,25.27,13,Canada,Retail,3,3,38.2,0,0,Hamilton,Desjardins,ON,0
TXN009962,40.28,10,Canada,Gas Station,1,2,1.8,0,1,Montreal,National Bank,BC,0
TXN009963,98.44,10,Canada,Gas Station,0,1,22.3,1,1,Vancouver,Desjardins,NB,0
TXN009964,4.72,11,USA,Online Shopping,4,1,42.9,0,1,Winnipeg,CIBC,NS,0
TXN009965,108.16,19,Canada,Restaurant,2,2,23.3,0,1,Montreal,Scotiabank,MB,0
TXN009966,69.68,12,USA,Restaurant,8,3,41.1,0,1,Hamilton,Desjardins,BC,0
TXN009967,51.55,21,Canada,ATM Withdrawal,5,1,36.0,0,1,Vancouver,Scotiabank,BC,0
TXN009968,44.48,9,Canada,ATM Withdrawal,1,4,44.2,0,1,Brampton,CIBC,MB,0
TXN009969,83.85,8,Canada,Retail,9,1,2.5,1,1,Montreal,Scotiabank,SK,0
TXN009970,200.66,9,Canada,Healthcare,7,4,33.3,0,1,Calgary,Desjardins,QC,0
TXN009971,13.53,13,Canada,Grocery,6,2,37.6,0,1,Hamilton,Scotiabank,NS,0
TXN009972,213.94,10,Canada,Grocery,6,4,41.1,0,1,Brampton,BMO,BC,0
TXN009973,91.3,8,Canada,Online Shopping,8,1,25.3,0,0,Brampton,CIBC,AB,0
TXN009974,358.25,3,Romania,ATM Withdrawal,0,4,4504.1,1,1,Edmonton,TD,MB,1
TXN009975,13.17,16,Canada,Entertainment,8,2,8.5,0,1,Toronto,National Bank,ON,0
TXN009976,214.82,13,Canada,Gas Station,6,4,1.9,0,0,Winnipeg,RBC,AB,0
TXN009977,9.63,10,USA,Restaurant,3,4,37.6,0,0,Calgary,National Bank,ON,0
TXN009978,21.6,17,Canada,Grocery,1,3,20.1,0,0,Ottawa,BMO,ON,0
TXN009979,70.57,7,France,ATM Withdrawal,0,1,31.1,0,1,Mississauga,Scotiabank,SK,0
TXN009980,10.4,7,Canada,Restaurant,5,2,8.5,0,1,Toronto,CIBC,NB,0
TXN009981,59.37,11,Canada,Retail,6,3,33.0,0,1,Calgary,Scotiabank,SK,0
TXN009982,40.8,13,Canada,Retail,2,2,26.4,1,0,Ottawa,Scotiabank,NS,0
TXN009983,81.38,10,Canada,Retail,7,2,9.2,0,1,Toronto,TD,NS,0
TXN009984,19.06,9,Canada,Gas Station,9,2,22.1,0,1,Winnipeg,National Bank,AB,0
TXN009985,22.67,16,Canada,ATM Withdrawal,4,3,8.9,0,0,Edmonton,CIBC,BC,0
TXN009986,60.7,9,Canada,Online Shopping,1,1,48.7,0,1,Calgary,Scotiabank,QC,0
TXN009987,14.74,16,Canada,Grocery,4,4,14.2,0,1,Toronto,National Bank,NB,0
TXN009988,45.18,20,Canada,Gas Station,4,3,44.7,0,1,Calgary,RBC,QC,0
TXN009989,65.68,18,Canada,Healthcare,5,4,45.7,0,0,Montreal,TD,SK,0
TXN009990,183.1,12,Canada,Entertainment,6,4,49.0,0,1,Hamilton,TD,NB,0
TXN009991,31.57,3,USA,Healthcare,0,13,553.3,1,1,Toronto,TD,MB,1
TXN009992,13.49,19,Canada,Online Shopping,0,3,19.7,0,0,Vancouver,CIBC,QC,0
TXN009993,234.58,9,Canada,Retail,8,2,5.8,0,1,Edmonton,RBC,MB,0
TXN009994,93.81,11,Canada,Retail,5,2,3.9,0,0,Ottawa,TD,ON,0
TXN009995,51.79,7,Canada,Grocery,6,2,39.5,0,1,Hamilton,Desjardins,SK,0
TXN009996,49.1,13,Canada,Retail,6,1,25.6,0,1,Calgary,CIBC,SK,0
TXN009997,42.61,10,Canada,Restaurant,8,3,8.2,1,0,Winnipeg,RBC,ON,0
TXN009998,5.05,11,Canada,Entertainment,6,4,26.4,0,1,Ottawa,National Bank,ON,0
TXN009999,22.83,8,Canada,Grocery,0,4,22.9,0,1,Montreal,TD,MB,0
TXN010000,131.46,12,Canada,Healthcare,7,4,6.4,0,1,Hamilton,National Bank,NS,0
TXN010001,43.14,11,Mexico,Online Shopping,1,1,48.7,1,1,Winnipeg,Desjardins,ON,0
TXN010002,101.61,17,Canada,Entertainment,2,1,1.2,1,1,Edmonton,BMO,QC,0
TXN010003,9.42,8,Canada,Gas Station,1,4,13.4,0,0,Montreal,Scotiabank,NS,0
TXN010004,54.26,13,Canada,Grocery,7,2,48.4,0,1,Mississauga,BMO,QC,0
TXN010005,17.3,16,Canada,Gas Station,0,4,37.5,0,0,Calgary,BMO,NS,0
TXN010006,77.84,7,Canada,Restaurant,4,2,30.3,0,1,Montreal,National Bank,NB,0
TXN010007,62.73,9,Canada,Gas Station,2,1,14.8,0,1,Toronto,BMO,NB,0
TXN010008,84.61,11,Canada,Gas Station,6,4,8.1,0,1,Brampton,Desjardins,NS,0
TXN010009,83.69,9,Canada,Online Shopping,4,4,5.5,0,1,Montreal,TD,NB,0
TXN010010,65.15,11,Canada,Gas Station,1,1,15.2,0,1,Hamilton,Scotiabank,AB,0
TXN010011,36.81,11,Canada,Grocery,5,2,42.5,0,1,Ottawa,National Bank,ON,0
TXN010012,105.78,13,Canada,Online Shopping,7,1,4.2,0,1,Ottawa,Desjardins,AB,0
TXN010013,30.46,16,Canada,Gas Station,6,3,37.3,0,1,Montreal,TD,NB,0
TXN010014,332.51,17,Canada,Retail,8,4,15.5,0,1,Vancouver,Desjardins,ON,0
TXN010015,123.31,7,Canada,Online Shopping,2,4,32.0,1,0,Vancouver,CIBC,QC,0
TXN010016,67.29,8,Canada,Restaurant,1,2,0.3,0,1,Montreal,BMO,MB,0
TXN010017,9.84,11,USA,Travel,1,2,14.4,0,0,Edmonton,CIBC,NB,0
TXN010018,75.4,11,Canada,Grocery,8,3,13.4,0,1,Edmonton,BMO,AB,0
TXN010019,48.61,9,Canada,Grocery,5,1,48.7,1,1,Vancouver,Scotiabank,AB,0
TXN010020,116.96,15,Canada,Online Shopping,9,2,39.5,1,0,Winnipeg,BMO,SK,0
TXN010021,15.08,8,Canada,Grocery,5,1,6.2,0,1,Edmonton,National Bank,NS,0
TXN010022,108.02,11,Canada,Grocery,3,2,44.0,0,1,Toronto,Desjardins,NS,0
TXN010023,82.31,11,Canada,Retail,8,4,27.7,0,1,Mississauga,Scotiabank,NS,0
TXN010024,19.68,12,USA,Travel,3,1,32.4,0,1,Vancouver,RBC,MB,0
TXN010025,63.95,10,Canada,Utilities,5,3,39.0,0,1,Vancouver,National Bank,QC,0
TXN010026,61.67,16,Canada,Online Shopping,2,3,22.1,0,0,Mississauga,National Bank,BC,0
TXN010027,57.69,11,Canada,Gas Station,6,3,47.0,0,1,Mississauga,CIBC,QC,0
TXN010028,15.13,10,Canada,Grocery,3,3,49.9,1,0,Mississauga,Scotiabank,QC,0
TXN010029,39.06,7,Canada,Restaurant,8,2,24.9,0,1,Mississauga,CIBC,NB,0
TXN010030,10.54,15,USA,Restaurant,1,1,18.3,0,0,Calgary,National Bank,SK,0
TXN010031,32.33,14,Canada,Retail,9,2,45.5,0,0,Vancouver,National Bank,NB,0
TXN010032,7.06,15,Canada,Gas Station,3,1,12.2,1,1,Ottawa,CIBC,ON,0
TXN010033,158.4,8,USA,Retail,7,1,17.9,0,1,Mississauga,CIBC,MB,0
TXN010034,105.5,13,USA,Grocery,0,4,10.7,0,0,Calgary,RBC,AB,0
TXN010035,197.84,12,Canada,Gas Station,6,2,22.8,0,1,Vancouver,Desjardins,NS,0
TXN010036,26.24,14,USA,Gas Station,5,1,45.3,1,1,Toronto,National Bank,BC,0
TXN010037,51.99,10,Canada,Online Shopping,8,4,34.6,1,0,Ottawa,Scotiabank,ON,0
TXN010038,65.2,11,Canada,Healthcare,5,3,35.2,0,1,Ottawa,BMO,NB,0
TXN010039,42.06,7,Canada,Online Shopping,3,2,24.4,0,1,Winnipeg,TD,ON,0
TXN010040,167.44,10,Canada,Retail,0,4,39.2,0,0,Brampton,National Bank,NB,0
TXN010041,32.64,17,Canada,Online Shopping,2,1,45.1,0,1,Edmonton,TD,MB,0
TXN010042,98.29,11,Canada,Healthcare,6,4,18.5,0,1,Toronto,TD,NB,0
TXN010043,18.88,10,Canada,Restaurant,6,2,6.0,1,1,Brampton,TD,ON,0
TXN010044,22.61,17,Canada,Restaurant,2,2,27.0,0,1,Vancouver,CIBC,AB,0
TXN010045,113.59,16,USA,Restaurant,8,4,20.0,0,1,Montreal,RBC,NB,0
TXN010046,23.82,10,Canada,Travel,2,2,7.6,1,1,Hamilton,Desjardins,ON,0
TXN010047,174.2,9,Canada,Restaurant,7,3,49.6,1,1,Brampton,CIBC,SK,0
TXN010048,123.84,11,Canada,Grocery,8,2,8.4,1,1,Edmonton,TD,AB,0
TXN010049,42.82,17,Canada,Retail,9,1,27.6,0,1,Ottawa,BMO,NB,0
TXN010050,70.65,10,Canada,Grocery,3,4,46.1,0,1,Vancouver,RBC,BC,0
TXN010051,18.12,15,Canada,Grocery,2,2,12.6,0,1,Edmonton,BMO,SK,0
TXN010052,22.23,14,Canada,Online Shopping,4,3,17.4,0,1,Montreal,CIBC,QC,0
TXN010053,160.7,10,Canada,Grocery,6,2,38.8,0,0,Winnipeg,National Bank,MB,0
TXN010054,89.46,9,USA,Online Shopping,1,4,15.8,1,1,Ottawa,BMO,ON,0
TXN010055,35.63,19,Canada,Grocery,3,3,12.2,0,1,Brampton,BMO,QC,0
TXN010056,67.45,12,Canada,Grocery,6,3,40.0,0,1,Edmonton,National Bank,MB,0
TXN010057,10.0,2,USA,Retail,0,6,1046.9,1,0,Ottawa,BMO,NB,1
TXN010058,38.71,16,Canada,Retail,3,1,28.3,0,0,Calgary,TD,ON,0
TXN010059,10.8,16,Canada,Retail,9,1,2.6,0,1,Brampton,BMO,ON,0
TXN010060,75.8,16,Canada,Grocery,2,3,11.5,0,0,Edmonton,National Bank,BC,0
TXN010061,199.32,12,Canada,Travel,5,1,23.7,1,1,Vancouver,TD,ON,0
TXN010062,102.59,12,Canada,Grocery,4,1,46.5,0,1,Vancouver,BMO,NB,0
TXN010063,20.84,8,Canada,Retail,8,2,2.1,1,1,Hamilton,CIBC,ON,0
TXN010064,25.41,14,Canada,Grocery,7,1,8.3,1,1,Ottawa,BMO,QC,0
TXN010065,14.51,10,Canada,Online Shopping,6,3,34.7,0,1,Hamilton,TD,SK,0
TXN010066,10.17,9,Canada,Travel,9,1,7.3,0,1,Vancouver,Desjardins,MB,0
TXN010067,48.4,8,Canada,Restaurant,0,1,24.8,0,1,Hamilton,National Bank,NS,0
TXN010068,42.38,10,Canada,Gas Station,6,4,35.6,1,1,Toronto,BMO,BC,0
TXN010069,41.41,15,Mexico,Travel,2,3,14.8,0,1,Montreal,RBC,NB,0
TXN010070,52.48,12,Mexico,Restaurant,3,4,38.4,0,1,Calgary,Desjardins,NB,0
TXN010071,69.85,13,Canada,Retail,0,2,46.9,1,1,Vancouver,National Bank,MB,0
TXN010072,138.41,9,Canada,Restaurant,2,4,5.5,0,1,Toronto,Desjardins,MB,0
TXN010073,34.29,12,Canada,Healthcare,8,2,5.9,0,1,Vancouver,RBC,SK,0
TXN010074,100.0,16,UK,Gas Station,9,2,27.6,0,0,Hamilton,RBC,AB,0
TXN010075,22.14,14,Canada,Gas Station,4,4,38.3,0,1,Winnipeg,Scotiabank,NB,0
TXN010076,401.41,12,Canada,Grocery,6,3,17.7,0,1,Winnipeg,Scotiabank,QC,0
TXN010077,20.61,16,Canada,Restaurant,2,2,36.8,0,0,Vancouver,Scotiabank,MB,0
TXN010078,81.91,7,Canada,Retail,1,4,9.2,0,1,Ottawa,CIBC,BC,0
TXN010079,57.81,13,Canada,Gas Station,8,3,7.1,0,0,Brampton,Desjardins,QC,0
TXN010080,55.63,10,Canada,Gas Station,2,4,20.7,0,1,Edmonton,Desjardins,NS,0
TXN010081,53.0,15,Canada,Healthcare,4,1,23.4,0,1,Hamilton,Desjardins,SK,0
TXN010082,112.22,16,Canada,Restaurant,5,3,46.4,0,1,Mississauga,National Bank,QC,0
